AAPL R735QTJ8XC9X,AAPL,542.55,5979109,3243965587,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,50.56,7243104,366211338,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,41.78,31988,1336458,False,1,1
EEM SNQLASP67O85,EEM,41.57,41373625,1719901591,False,0.8727498,1
FB V6OIPNZEM8V9,FB,62.72,64230528,4028538716,False,1,1
GOOAV VP83T1ZUHROL,GOOAV,568.67,55142,31357601,False,1,1
GOOCV VP83T1ZUHROL,GOOCV,567,122827,69642909,False,1,0.997307
GOOCV VP83T1ZUHROL,GOOG,1135.1,2017979,2290607962,False,1,0.997307
GOOG T1AZ164W5VTX,GOOG,1135.1,2017979,2290607962,False,1,0.5
IBM R735QTJ8XC9X,IBM,193.55,4992087,966218438,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,118.39,31795544,3764274454,False,0.9089593,1
NB R735QTJ8XC9X,BAC,17.22,60312897,1038588086,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,89.44,28852842,2580598188,False,0.9378759,1
USO THORT68ZZSYT,USO,35.8,3225152,115460441,False,1,8
UW R735QTJ8XC9X,WM,41.71,1952796,81451121,False,0.847169,1
