AAPL R735QTJ8XC9X,AAPL,539.1,11628740,6269053734,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,49.71,6284519,312403439,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,42.56,6686,284556,False,1,1
EEM SNQLASP67O85,EEM,39.36,48176956,1896244988,False,0.8727498,1
FB V6OIPNZEM8V9,FB,64.1,84845178,5438575909,False,1,1
GOOG T1AZ164W5VTX,GOOG,1157.93,2916882,3377545174,False,1,0.5
IBM R735QTJ8XC9X,IBM,188.25,5694690,1072025392,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,117.24,60128047,7049412230,False,0.9065559,1
NB R735QTJ8XC9X,BAC,17.37,113868918,1977903105,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,88.22,71913746,6344230672,False,0.9378759,1
USO THORT68ZZSYT,USO,35.82,1519741,54437122,False,1,8
UW R735QTJ8XC9X,WM,40.51,2793043,113146171,False,0.847169,1
