AAPL R735QTJ8XC9X,AAPL,536.86,6951213,3731828211,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,49.88,7061996,352252360,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,43.16,110935,4787954,False,1,1
EEM SNQLASP67O85,EEM,40.74,62542186,2547968657,False,0.8727498,1
FB V6OIPNZEM8V9,FB,60.01,65751616,3945754476,False,1,1
GOOAV VP83T1ZUHROL,GOOAV,560.3,53021,29707666,False,1,1
GOOCV VP83T1ZUHROL,GOOCV,560,40901,22904560,False,1,0.997307
GOOG T1AZ164W5VTX,GOOG,1120.15,2215269,2481433570,False,1,0.5
IBM R735QTJ8XC9X,IBM,190.45,5068076,965215074,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,114.32,45066134,5151960438,False,0.9089593,1
NB R735QTJ8XC9X,BAC,16.98,76573178,1300212562,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,87.05,38160798,3321897465,False,0.9378759,1
USO THORT68ZZSYT,USO,36.62,1846895,67633294,False,1,8
UW R735QTJ8XC9X,WM,41.15,1626268,66920928,False,0.847169,1
