AAPL R735QTJ8XC9X,AAPL,544.99,9947341,5421201371,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,50.21,6935334,348223120,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,42.68,7914,337769,False,1,1
EEM SNQLASP67O85,EEM,39.81,76767450,3056112184,False,0.8727498,1
FB V6OIPNZEM8V9,FB,64.89,67184494,4359601815,False,1,1
GOOG T1AZ164W5VTX,GOOG,1158.72,2378882,2756458151,False,1,0.5
IBM R735QTJ8XC9X,IBM,195.04,10393155,2027080951,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,116.93,45525449,5323290751,False,0.9089593,1
NB R735QTJ8XC9X,BAC,17.21,95286220,1639875846,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,88.51,39905615,3532045983,False,0.9378759,1
USO THORT68ZZSYT,USO,35.77,2094079,74905205,False,1,8
UW R735QTJ8XC9X,WM,40.62,1850829,75180673,False,0.847169,1
