AAPL R735QTJ8XC9X,AAPL,537.46,7525058,4044417672,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,49.41,8683851,429069077,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,43,5358,230394,False,1,1
EEM SNQLASP67O85,EEM,40.42,64060165,2589311869,False,0.8727498,1
FB V6OIPNZEM8V9,FB,60.97,110900857,6761625251,False,1,1
GOOAV VP83T1ZUHROL,GOOAV,557.5,33464,18656180,False,1,1
GOOCV VP83T1ZUHROL,GOOCV,558.11,12867,7181201,False,1,0.997307
GOOG T1AZ164W5VTX,GOOG,1114.28,3688645,4110183350,False,1,0.5
IBM R735QTJ8XC9X,IBM,189.83,6609954,1254767567,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,114.36,57559034,6582451128,False,0.9089593,1
NB R735QTJ8XC9X,BAC,17.01,167806056,2854381012,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,86.89,61956289,5383381951,False,0.9378759,1
USO THORT68ZZSYT,USO,36.5,1851423,67576939,False,1,8
UW R735QTJ8XC9X,WM,40.9,1726836,70627592,False,0.847169,1
