AAPL R735QTJ8XC9X,AAPL,539.78,10315890,5568311104,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,49.7,6715124,333741662,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,42.75,8084,345591,False,1,1
EEM SNQLASP67O85,EEM,39.9,82044776,3273586562,False,0.8727498,1
FB V6OIPNZEM8V9,FB,60.38,93987212,5674947860,False,1,1
GOOG T1AZ164W5VTX,GOOG,1131.97,2484269,2812117979,False,1,0.5
IBM R735QTJ8XC9X,IBM,192.63,6421023,1236881660,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,114.68,64815315,7433020324,False,0.9089593,1
NB R735QTJ8XC9X,BAC,17.2,87363624,1502654332,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,87.37,37871980,3308874892,False,0.9378759,1
USO THORT68ZZSYT,USO,36.09,1749119,63125704,False,1,8
UW R735QTJ8XC9X,WM,40.52,1744903,70703469,False,0.847169,1
