AAPL R735QTJ8XC9X,AAPL,523.47,8909613,4663915117,False,0.8961764,0.0357143
AIG R735QTJ8XC9X,AIG,49.63,9526083,472779499,False,0.8490797,1
BNO UN3IMQ2JU1YD,BNO,42.32,16081,680547,False,1,1
EEM SNQLASP67O85,EEM,41.46,50528467,2094910241,False,0.8727498,1
FB V6OIPNZEM8V9,FB,56.95,106075216,6040983551,False,1,1
GOOCV VP83T1ZUHROL,GOOG,538.15,4316615,2322986362,False,1,0.997307
GOOG T1AZ164W5VTX,GOOGL,540.63,3896271,2106440990,False,1,1
IBM R735QTJ8XC9X,IBM,194.52,6660890,1295676322,False,0.7545881,1
IWM RV0PWMLXVHPH,IWM,112.78,60739903,6850246260,False,0.9089593,1
NB R735QTJ8XC9X,BAC,16.38,122889162,2012924473,False,0.8843633,1
QQQ RIWIV7K5Z9LX,QQQ,85.55,76128955,6512832100,False,0.9378759,1
USO THORT68ZZSYT,USO,36.28,1865214,67669963,False,1,8
UW R735QTJ8XC9X,WM,41.6,2113928,87939404,False,0.847169,1
